TransactionID,TransactionDate,Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,TransactionTime,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,CustomerAccountNumber,MerchantAccountNumber
TXN07035,04/16/2024,310.38,Axis Bank,Axis Bank,5602.46,Hyderabad,Female,Transfer,Failed,01:41:15 PM,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,123456796047,987654328047
TXN07036,05/17/2024,1717.17,HDFC Bank,ICICI Bank,1530.29,Mumbai,Male,Payment,Success,07:30:59 PM,Tablet,Phone Number,Amazon,Food,56,Instant,INR,123456796048,987654328048
TXN07037,06/18/2024,1171.11,SBI Bank,HDFC Bank,4983.56,Delhi,Female,Transfer,Success,08:05:50 AM,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,123456796049,987654328049
TXN07038,07/19/2024,1128.38,ICICI Bank,SBI Bank,2202.05,Bangalore,Male,Payment,Success,02:26:49 AM,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,123456796050,987654328050
TXN07039,08/20/2024,338.03,Axis Bank,Axis Bank,3885.62,Hyderabad,Female,Transfer,Success,01:32:12 PM,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,123456796051,987654328051
TXN07040,09/21/2024,1424.21,HDFC Bank,ICICI Bank,31.69,Mumbai,Male,Payment,Failed,09:22:01 AM,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,123456796052,987654328052
TXN07041,10/22/2024,1359.76,SBI Bank,HDFC Bank,7798.19,Delhi,Female,Transfer,Success,06:02:11 PM,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,123456796053,987654328053
TXN07042,11/23/2024,644.18,ICICI Bank,SBI Bank,7699.61,Bangalore,Male,Payment,Success,12:36:56 PM,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,123456796054,987654328054
TXN07043,12/24/2024,946.98,Axis Bank,Axis Bank,7858.2,Hyderabad,Female,Transfer,Success,09:18:44 AM,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,123456796055,987654328055
TXN07044,01/25/2024,546.29,HDFC Bank,ICICI Bank,6888.64,Mumbai,Male,Payment,Success,07:32:09 AM,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,123456796056,987654328056
TXN07045,02/26/2024,663.23,SBI Bank,HDFC Bank,8478.9,Delhi,Female,Transfer,Failed,10:47:40 PM,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,123456796057,987654328057
TXN07046,03/27/2024,444.1,ICICI Bank,SBI Bank,7884.54,Bangalore,Male,Payment,Success,10:52:54 PM,Laptop,QR Code,Amazon,Food,26,Instant,EUR,123456796058,987654328058
TXN07047,04/28/2024,1308.67,Axis Bank,Axis Bank,6440.74,Hyderabad,Female,Transfer,Success,09:02:54 AM,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,123456796059,987654328059
TXN07048,05/29/2024,202.86,HDFC Bank,ICICI Bank,4856.3,Mumbai,Male,Payment,Success,01:34:23 AM,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,123456796060,987654328060
TXN07049,06/30/2024,385.3,SBI Bank,HDFC Bank,4565.46,Delhi,Female,Transfer,Success,06:37:13 PM,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,123456796061,987654328061
TXN07050,07/01/2024,1301.89,ICICI Bank,SBI Bank,61.5,Bangalore,Male,Payment,Failed,10:14:38 AM,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,123456796062,987654328062
TXN07051,08/02/2024,1978.64,Axis Bank,Axis Bank,6777.13,Hyderabad,Female,Transfer,Success,03:39:50 AM,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,123456796063,987654328063
TXN07052,09/03/2024,1058.89,HDFC Bank,ICICI Bank,8555.17,Mumbai,Male,Payment,Success,11:27:06 PM,Laptop,QR Code,Zomato,Travel,32,Instant,INR,123456796064,987654328064
TXN07053,10/04/2024,400.74,SBI Bank,HDFC Bank,5607.79,Delhi,Female,Transfer,Success,07:21:56 AM,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,123456796065,987654328065
TXN07054,11/05/2024,340.64,ICICI Bank,SBI Bank,7917.14,Bangalore,Male,Payment,Success,08:54:15 AM,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,123456796066,987654328066
TXN07055,12/06/2024,939.78,Axis Bank,Axis Bank,6297.74,Hyderabad,Female,Transfer,Failed,07:10:22 AM,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,123456796067,987654328067
TXN07056,01/07/2024,1012.99,HDFC Bank,ICICI Bank,738.71,Mumbai,Male,Payment,Success,11:44:39 PM,Mobile,UPI ID,Amazon,Food,36,Instant,INR,123456796068,987654328068
TXN07057,02/08/2024,1741.68,SBI Bank,HDFC Bank,4160.65,Delhi,Female,Transfer,Success,06:39:00 PM,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,123456796069,987654328069
TXN07058,03/09/2024,202.27,ICICI Bank,SBI Bank,4245.27,Bangalore,Male,Payment,Success,09:06:38 AM,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,123456796070,987654328070
TXN07059,04/10/2024,1186.16,Axis Bank,Axis Bank,7307.77,Hyderabad,Female,Transfer,Success,09:09:09 AM,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,123456796071,987654328071
TXN07060,05/11/2024,931.07,HDFC Bank,ICICI Bank,7115.86,Mumbai,Male,Payment,Failed,09:03:32 AM,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,123456796072,987654328072
TXN07061,06/12/2024,1801.56,SBI Bank,HDFC Bank,7367.59,Delhi,Female,Transfer,Success,07:58:51 AM,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,123456796073,987654328073
TXN07062,07/13/2024,1629.92,ICICI Bank,SBI Bank,7095.89,Bangalore,Male,Payment,Success,01:57:53 AM,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,123456796074,987654328074
TXN07063,08/14/2024,1619.59,Axis Bank,Axis Bank,9571.03,Hyderabad,Female,Transfer,Success,09:51:28 AM,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,123456796075,987654328075
TXN07064,09/15/2024,410,HDFC Bank,ICICI Bank,8449.81,Mumbai,Male,Payment,Success,09:16:09 AM,Laptop,QR Code,IRCTC,Others,44,Instant,INR,123456796076,987654328076
TXN07065,10/16/2024,606.44,SBI Bank,HDFC Bank,6511.51,Delhi,Female,Transfer,Failed,10:24:04 AM,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,123456796077,987654328077
TXN07066,11/17/2024,695.22,ICICI Bank,SBI Bank,7229.36,Bangalore,Male,Payment,Success,08:31:57 AM,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,123456796078,987654328078
TXN07067,12/18/2024,1768.65,Axis Bank,Axis Bank,6282.58,Hyderabad,Female,Transfer,Success,08:13:17 PM,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,123456796079,987654328079
TXN07068,01/19/2024,552.84,HDFC Bank,ICICI Bank,7500.12,Mumbai,Male,Payment,Success,11:14:25 AM,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,123456796080,987654328080
TXN07069,02/20/2024,951.49,SBI Bank,HDFC Bank,8345.52,Delhi,Female,Transfer,Success,07:10:31 PM,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,123456796081,987654328081
TXN07070,03/21/2024,1838.26,ICICI Bank,SBI Bank,1477.75,Bangalore,Male,Payment,Failed,08:39:25 PM,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,123456796082,987654328082
TXN07071,04/22/2024,1831.29,Axis Bank,Axis Bank,5197.84,Hyderabad,Female,Transfer,Success,08:54:08 PM,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,123456796083,987654328083
TXN07072,05/23/2024,766.03,HDFC Bank,ICICI Bank,4439.63,Mumbai,Male,Payment,Success,06:43:11 AM,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,123456796084,987654328084
TXN07073,06/24/2024,1461.49,SBI Bank,HDFC Bank,9297.44,Delhi,Female,Transfer,Success,04:01:47 PM,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,123456796085,987654328085
TXN07074,07/25/2024,111.56,ICICI Bank,SBI Bank,443.9,Bangalore,Male,Payment,Success,02:34:25 PM,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,123456796086,987654328086
TXN07075,08/26/2024,165.66,Axis Bank,Axis Bank,3355.78,Hyderabad,Female,Transfer,Failed,10:26:51 PM,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,123456796087,987654328087
TXN07076,09/27/2024,77.34,HDFC Bank,ICICI Bank,1624,Mumbai,Male,Payment,Success,02:50:12 PM,Laptop,QR Code,Amazon,Food,56,Instant,INR,123456796088,987654328088
TXN07077,10/28/2024,1073.68,SBI Bank,HDFC Bank,1576.68,Delhi,Female,Transfer,Success,03:26:09 AM,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,123456796089,987654328089
TXN07078,11/29/2024,1587.28,ICICI Bank,SBI Bank,9883.33,Bangalore,Male,Payment,Success,01:07:21 PM,Tablet,Phone Number,Swiggy,Bill Payment,58,Instant,EUR,123456796090,987654328090
TXN07079,12/30/2024,1765.6,Axis Bank,Axis Bank,1460.36,Hyderabad,Female,Transfer,Success,02:54:20 PM,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,123456796091,987654328091
TXN07080,01/01/2024,366.4,HDFC Bank,ICICI Bank,1234.8,Mumbai,Male,Payment,Failed,12:05:55 PM,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,123456796092,987654328092
TXN07081,02/02/2024,1664.51,SBI Bank,HDFC Bank,6654.05,Delhi,Female,Transfer,Success,01:29:20 PM,Tablet,Phone Number,Amazon,Food,21,Scheduled,USD,123456796093,987654328093
TXN07082,03/03/2024,1371.83,ICICI Bank,SBI Bank,324.99,Bangalore,Male,Payment,Success,06:36:16 PM,Laptop,QR Code,Zomato,Travel,22,Instant,EUR,123456796094,987654328094
TXN07083,04/04/2024,1091.8,Axis Bank,Axis Bank,5976.66,Hyderabad,Female,Transfer,Success,10:51:56 PM,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,123456796095,987654328095
TXN07084,05/05/2024,611.38,HDFC Bank,ICICI Bank,9578.42,Mumbai,Male,Payment,Success,12:31:47 AM,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,123456796096,987654328096
TXN07085,06/06/2024,30.17,SBI Bank,HDFC Bank,1873.3,Delhi,Female,Transfer,Failed,03:33:19 PM,Laptop,QR Code,Flipkart,Shopping,25,Scheduled,USD,123456796097,987654328097
TXN07086,07/07/2024,1951.31,ICICI Bank,SBI Bank,1722.34,Bangalore,Male,Payment,Success,08:08:30 AM,Mobile,UPI ID,Amazon,Food,26,Instant,EUR,123456796098,987654328098
TXN07087,08/08/2024,341.9,Axis Bank,Axis Bank,3284.2,Hyderabad,Female,Transfer,Success,07:39:22 PM,Tablet,Phone Number,Zomato,Travel,27,Scheduled,GBP,123456796099,987654328099
TXN07088,09/09/2024,209.54,HDFC Bank,ICICI Bank,2142.55,Mumbai,Male,Payment,Success,07:32:35 AM,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,123456796100,987654328100
TXN07089,10/10/2024,155.69,SBI Bank,HDFC Bank,2816.66,Delhi,Female,Transfer,Success,06:25:04 AM,Mobile,UPI ID,IRCTC,Others,29,Scheduled,USD,123456796101,987654328101
TXN07090,11/11/2024,1897.68,ICICI Bank,SBI Bank,2761.81,Bangalore,Male,Payment,Failed,08:19:34 PM,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,123456796102,987654328102
TXN07091,12/12/2024,965.64,Axis Bank,Axis Bank,2191.51,Hyderabad,Female,Transfer,Success,05:11:58 AM,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,123456796103,987654328103
TXN07092,01/13/2024,534.8,HDFC Bank,ICICI Bank,5227.52,Mumbai,Male,Payment,Success,03:49:25 AM,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,123456796104,987654328104
TXN07093,02/14/2024,1302.49,SBI Bank,HDFC Bank,3226.25,Delhi,Female,Transfer,Success,04:27:07 AM,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,123456796105,987654328105
TXN07094,03/15/2024,782.29,ICICI Bank,SBI Bank,9274.17,Bangalore,Male,Payment,Success,03:10:59 AM,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,123456796106,987654328106
TXN07095,04/16/2024,142.85,Axis Bank,Axis Bank,3308.2,Hyderabad,Female,Transfer,Failed,03:05:27 AM,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,123456796107,987654328107
TXN07096,05/17/2024,864.49,HDFC Bank,ICICI Bank,1386.39,Mumbai,Male,Payment,Success,11:30:42 AM,Tablet,Phone Number,Amazon,Food,36,Instant,INR,123456796108,987654328108
TXN07097,06/18/2024,121.23,SBI Bank,HDFC Bank,8720.03,Delhi,Female,Transfer,Success,11:30:56 PM,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,123456796109,987654328109
TXN07098,07/19/2024,185.96,ICICI Bank,SBI Bank,6227.61,Bangalore,Male,Payment,Success,08:00:42 PM,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,123456796110,987654328110
TXN07099,08/20/2024,1035.3,Axis Bank,Axis Bank,9856.97,Hyderabad,Female,Transfer,Success,11:50:08 AM,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,123456796111,987654328111
TXN07100,09/21/2024,673.83,HDFC Bank,ICICI Bank,4387.32,Mumbai,Male,Payment,Failed,08:20:19 PM,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,123456796112,987654328112
TXN07101,10/22/2024,1903.32,SBI Bank,HDFC Bank,3093.2,Delhi,Female,Transfer,Success,01:46:15 PM,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,123456796113,987654328113
TXN07102,11/23/2024,911.78,ICICI Bank,SBI Bank,3306.75,Bangalore,Male,Payment,Success,07:06:18 AM,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,123456796114,987654328114
TXN07103,12/24/2024,522.24,Axis Bank,Axis Bank,6338.51,Hyderabad,Female,Transfer,Success,01:37:56 AM,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,123456796115,987654328115
TXN07104,01/25/2024,1675.08,HDFC Bank,ICICI Bank,1049.99,Mumbai,Male,Payment,Success,10:00:34 PM,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,123456796116,987654328116
TXN07105,02/26/2024,1464.23,SBI Bank,HDFC Bank,4555.19,Delhi,Female,Transfer,Failed,09:29:27 PM,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,123456796117,987654328117
TXN07106,03/27/2024,241.85,ICICI Bank,SBI Bank,3628.52,Bangalore,Male,Payment,Success,10:20:20 AM,Laptop,QR Code,Amazon,Food,46,Instant,EUR,123456796118,987654328118
TXN07107,04/28/2024,1519.48,Axis Bank,Axis Bank,2093.95,Hyderabad,Female,Transfer,Success,01:38:58 PM,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,123456796119,987654328119
TXN07108,05/29/2024,1287.91,HDFC Bank,ICICI Bank,1438.98,Mumbai,Male,Payment,Success,09:57:04 AM,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,123456796120,987654328120
TXN07109,06/30/2024,117.62,SBI Bank,HDFC Bank,8848.09,Delhi,Female,Transfer,Success,04:06:04 PM,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,123456796121,987654328121
TXN07110,07/01/2024,114.65,ICICI Bank,SBI Bank,1439.6,Bangalore,Male,Payment,Failed,03:59:24 AM,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,123456796122,987654328122
TXN07111,08/02/2024,413.06,Axis Bank,Axis Bank,9783.48,Hyderabad,Female,Transfer,Success,08:30:39 AM,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,123456796123,987654328123
TXN07112,09/03/2024,1508.34,HDFC Bank,ICICI Bank,7548.07,Mumbai,Male,Payment,Success,02:04:14 PM,Laptop,QR Code,Zomato,Travel,52,Instant,INR,123456796124,987654328124
TXN07113,10/04/2024,1956.91,SBI Bank,HDFC Bank,7175.25,Delhi,Female,Transfer,Success,04:03:49 AM,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,123456796125,987654328125
TXN07114,11/05/2024,1535.97,ICICI Bank,SBI Bank,4026.14,Bangalore,Male,Payment,Success,04:59:00 AM,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,123456796126,987654328126
TXN07115,12/06/2024,1373.9,Axis Bank,Axis Bank,3760.76,Hyderabad,Female,Transfer,Failed,03:51:31 AM,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,123456796127,987654328127
TXN07116,01/07/2024,1341.45,HDFC Bank,ICICI Bank,6251.58,Mumbai,Male,Payment,Success,10:55:32 AM,Mobile,UPI ID,Amazon,Food,56,Instant,INR,123456796128,987654328128
TXN07117,02/08/2024,1511.88,SBI Bank,HDFC Bank,4273.25,Delhi,Female,Transfer,Success,09:04:39 PM,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,123456796129,987654328129
TXN07118,03/09/2024,525.23,ICICI Bank,SBI Bank,23.24,Bangalore,Male,Payment,Success,01:50:50 AM,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,123456796130,987654328130
TXN07119,04/10/2024,1998.95,Axis Bank,Axis Bank,5109.68,Hyderabad,Female,Transfer,Success,12:38:16 PM,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,123456796131,987654328131
TXN07120,05/11/2024,916.97,HDFC Bank,ICICI Bank,4319.39,Mumbai,Male,Payment,Failed,10:25:23 PM,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,123456796132,987654328132
TXN07121,06/12/2024,1746.59,SBI Bank,HDFC Bank,9365.48,Delhi,Female,Transfer,Success,05:28:16 PM,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,123456796133,987654328133
TXN07122,07/13/2024,103.71,ICICI Bank,SBI Bank,2325.13,Bangalore,Male,Payment,Success,05:44:30 PM,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,123456796134,987654328134
TXN07123,08/14/2024,192.13,Axis Bank,Axis Bank,9335.92,Hyderabad,Female,Transfer,Success,09:30:06 PM,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,123456796135,987654328135
TXN07124,09/15/2024,1235.53,HDFC Bank,ICICI Bank,431.23,Mumbai,Male,Payment,Success,01:40:11 PM,Laptop,QR Code,IRCTC,Others,24,Instant,INR,123456796136,987654328136
TXN07125,10/16/2024,1904.87,SBI Bank,HDFC Bank,6074.8,Delhi,Female,Transfer,Failed,06:24:39 PM,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,123456796137,987654328137
TXN07126,11/17/2024,1547.83,ICICI Bank,SBI Bank,3781.35,Bangalore,Male,Payment,Success,11:47:48 AM,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,123456796138,987654328138
TXN07127,12/18/2024,873.61,Axis Bank,Axis Bank,5408.84,Hyderabad,Female,Transfer,Success,09:28:48 AM,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,123456796139,987654328139
TXN07128,01/19/2024,1807.69,HDFC Bank,ICICI Bank,9946.4,Mumbai,Male,Payment,Success,07:08:26 PM,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,123456796140,987654328140
TXN07129,02/20/2024,1037.67,SBI Bank,HDFC Bank,1063.32,Delhi,Female,Transfer,Success,02:52:41 PM,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,123456796141,987654328141
TXN07130,03/21/2024,1819.92,ICICI Bank,SBI Bank,6149.19,Bangalore,Male,Payment,Failed,10:20:53 PM,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,123456796142,987654328142
TXN07131,04/22/2024,1050.41,Axis Bank,Axis Bank,4830.77,Hyderabad,Female,Transfer,Success,02:31:15 AM,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,123456796143,987654328143
TXN07132,05/23/2024,124.8,HDFC Bank,ICICI Bank,7688.28,Mumbai,Male,Payment,Success,02:34:42 AM,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,123456796144,987654328144
TXN07133,06/24/2024,941.88,SBI Bank,HDFC Bank,7214.77,Delhi,Female,Transfer,Success,04:50:13 AM,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,123456796145,987654328145
TXN07134,07/25/2024,439.89,ICICI Bank,SBI Bank,7767.25,Bangalore,Male,Payment,Success,07:34:25 AM,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,123456796146,987654328146
TXN07135,08/26/2024,769.94,Axis Bank,Axis Bank,1150.36,Hyderabad,Female,Transfer,Failed,02:29:50 PM,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,123456796147,987654328147
TXN07136,09/27/2024,1164.84,HDFC Bank,ICICI Bank,7892.73,Mumbai,Male,Payment,Success,01:58:05 PM,Laptop,QR Code,Amazon,Food,36,Instant,INR,123456796148,987654328148
TXN07137,10/28/2024,1999.87,SBI Bank,HDFC Bank,8242.26,Delhi,Female,Transfer,Success,09:52:43 PM,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,123456796149,987654328149
TXN07138,11/29/2024,508.32,ICICI Bank,SBI Bank,649.47,Bangalore,Male,Payment,Success,08:40:47 AM,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,123456796150,987654328150
TXN07139,12/30/2024,1381.4,Axis Bank,Axis Bank,6010.17,Hyderabad,Female,Transfer,Success,02:31:54 PM,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,123456796151,987654328151
TXN07140,01/01/2024,204.61,HDFC Bank,ICICI Bank,459.99,Mumbai,Male,Payment,Failed,09:26:18 AM,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,123456796152,987654328152
TXN07141,02/02/2024,791.3,SBI Bank,HDFC Bank,9616.86,Delhi,Female,Transfer,Success,03:07:14 AM,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,123456796153,987654328153
TXN07142,03/03/2024,890.66,ICICI Bank,SBI Bank,6537.18,Bangalore,Male,Payment,Success,11:16:41 PM,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,123456796154,987654328154
TXN07143,04/04/2024,206.62,Axis Bank,Axis Bank,5014.02,Hyderabad,Female,Transfer,Success,04:15:19 PM,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,123456796155,987654328155
TXN07144,05/05/2024,954.45,HDFC Bank,ICICI Bank,8464.44,Mumbai,Male,Payment,Success,01:11:54 PM,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,123456796156,987654328156
TXN07145,06/06/2024,603.07,SBI Bank,HDFC Bank,3283.88,Delhi,Female,Transfer,Failed,06:33:23 AM,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,123456796157,987654328157
TXN07146,07/07/2024,1595.78,ICICI Bank,SBI Bank,737.68,Bangalore,Male,Payment,Success,02:02:42 PM,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,123456796158,987654328158
TXN07147,08/08/2024,135.16,Axis Bank,Axis Bank,6038.58,Hyderabad,Female,Transfer,Success,09:28:32 PM,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,123456796159,987654328159
TXN07148,09/09/2024,5.1,HDFC Bank,ICICI Bank,9134.41,Mumbai,Male,Payment,Success,02:20:43 PM,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,123456796160,987654328160
TXN07149,10/10/2024,945.18,SBI Bank,HDFC Bank,6240.86,Delhi,Female,Transfer,Success,12:57:32 PM,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,123456796161,987654328161
TXN07150,11/11/2024,745.16,ICICI Bank,SBI Bank,6650.13,Bangalore,Male,Payment,Failed,03:10:49 PM,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,123456796162,987654328162
TXN07151,12/12/2024,1615.35,Axis Bank,Axis Bank,5818.53,Hyderabad,Female,Transfer,Success,06:33:26 PM,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,123456796163,987654328163
TXN07152,01/13/2024,802.49,HDFC Bank,ICICI Bank,2843.72,Mumbai,Male,Payment,Success,10:51:58 PM,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,123456796164,987654328164
TXN07153,02/14/2024,19.97,SBI Bank,HDFC Bank,912.74,Delhi,Female,Transfer,Success,04:42:44 AM,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,123456796165,987654328165
TXN07154,03/15/2024,884.32,ICICI Bank,SBI Bank,1545.97,Bangalore,Male,Payment,Success,01:39:50 PM,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,123456796166,987654328166
TXN07155,04/16/2024,1525.08,Axis Bank,Axis Bank,3759.54,Hyderabad,Female,Transfer,Failed,09:09:23 PM,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,123456796167,987654328167
TXN07156,05/17/2024,1801.76,HDFC Bank,ICICI Bank,245.28,Mumbai,Male,Payment,Success,12:08:16 PM,Tablet,Phone Number,Amazon,Food,56,Instant,INR,123456796168,987654328168
TXN07157,06/18/2024,1347.76,SBI Bank,HDFC Bank,2034.69,Delhi,Female,Transfer,Success,02:12:48 PM,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,123456796169,987654328169
TXN07158,07/19/2024,381.71,ICICI Bank,SBI Bank,7119.72,Bangalore,Male,Payment,Success,11:45:24 PM,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,123456796170,987654328170
TXN07159,08/20/2024,1997.85,Axis Bank,Axis Bank,6415.26,Hyderabad,Female,Transfer,Success,03:12:33 AM,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,123456796171,987654328171
TXN07160,09/21/2024,1668.37,HDFC Bank,ICICI Bank,884.95,Mumbai,Male,Payment,Failed,05:01:24 AM,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,123456796172,987654328172
TXN07161,10/22/2024,1628.29,SBI Bank,HDFC Bank,3063.44,Delhi,Female,Transfer,Success,02:14:21 AM,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,123456796173,987654328173
TXN07162,11/23/2024,1903.07,ICICI Bank,SBI Bank,4824.15,Bangalore,Male,Payment,Success,07:01:00 PM,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,123456796174,987654328174
TXN07163,12/24/2024,1058.47,Axis Bank,Axis Bank,9543.66,Hyderabad,Female,Transfer,Success,01:26:55 PM,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,123456796175,987654328175
TXN07164,01/25/2024,488.61,HDFC Bank,ICICI Bank,2987.03,Mumbai,Male,Payment,Success,02:51:51 PM,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,123456796176,987654328176
TXN07165,02/26/2024,1333.31,SBI Bank,HDFC Bank,3911.5,Delhi,Female,Transfer,Failed,05:16:42 AM,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,123456796177,987654328177
TXN07166,03/27/2024,1422.86,ICICI Bank,SBI Bank,2890.76,Bangalore,Male,Payment,Success,04:21:52 PM,Laptop,QR Code,Amazon,Food,26,Instant,EUR,123456796178,987654328178
TXN07167,04/28/2024,1142.63,Axis Bank,Axis Bank,5456.48,Hyderabad,Female,Transfer,Success,11:28:52 AM,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,123456796179,987654328179
